PlanId,PlanMarketingName,MetalLevel,PlanType,MarketCoverage,ChildOnlyOffering,IsHSAEligible,IsNewPlan,IsGuaranteedRate,WellnessProgramOffered,DiseaseManagementProgramsOffered,OutOfCountryCoverage,OutOfServiceAreaCoverage,SpecialistRequiringReferral,IssuerActuarialValue,StateCode,ServiceAreaId,NetworkId,StandardComponentId,DentalOnlyPlan,IsNoticeRequiredForPregnancy
552,Plan 552,Gold,PPO,Child-only,Yes,No,Yes,No,Yes,No,Yes,Yes,No,68.1%,NC,MIS001,PAN001,000552,No,No
553,Plan 553,Silver,EPO,Family,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,82.0%,PA,MIS001,GAN001,000553,Yes,No
554,Plan 554,Platinum,PPO,Family,No,Yes,No,No,No,No,Yes,Yes,No,79.9%,NC,PAS001,NCN001,000554,No,Yes
555,Plan 555,Gold,EPO,Family,No,Yes,No,No,Yes,No,No,No,Yes,89.8%,MI,ILS001,GAN001,000555,No,No
556,Plan 556,Platinum,PPO,Individual,Yes,Yes,No,No,No,No,Yes,Yes,No,72.0%,NC,FLS001,NYN001,000556,Yes,No
557,Plan 557,Gold,EPO,Family,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,72.5%,CA,NYS001,FLN001,000557,No,No
558,Plan 558,Silver,PPO,Family,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,84.3%,OH,FLS001,FLN001,000558,Yes,No
559,Plan 559,Bronze,PPO,Individual,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,86.6%,CA,PAS001,MIN001,000559,No,No
560,Plan 560,Silver,HMO,Child-only,No,Yes,No,Yes,No,Yes,No,No,Yes,60.1%,TX,ILS001,FLN001,000560,No,Yes
561,Plan 561,Silver,HMO,Child-only,Yes,No,No,No,No,Yes,No,No,No,81.0%,CA,GAS001,TXN001,000561,No,No
562,Plan 562,Bronze,EPO,Child-only,No,Yes,Yes,No,Yes,Yes,No,No,Yes,89.1%,CA,GAS001,MIN001,000562,Yes,No
563,Plan 563,Silver,HMO,Family,No,No,Yes,No,No,Yes,No,No,No,71.2%,NC,OHS001,PAN001,000563,Yes,Yes
564,Plan 564,Bronze,EPO,Child-only,Yes,Yes,Yes,Yes,No,No,No,No,Yes,88.7%,NC,FLS001,MIN001,000564,No,No
565,Plan 565,Platinum,HMO,Child-only,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,63.5%,TX,GAS001,GAN001,000565,No,Yes
566,Plan 566,Platinum,PPO,Child-only,Yes,Yes,No,No,No,No,Yes,No,Yes,81.7%,FL,NCS001,FLN001,000566,No,Yes
567,Plan 567,Bronze,EPO,Individual,No,Yes,No,No,No,Yes,No,No,No,74.2%,MI,CAS001,NCN001,000567,Yes,No
568,Plan 568,Bronze,PPO,Child-only,No,Yes,No,Yes,No,Yes,Yes,No,No,70.7%,GA,NYS001,NYN001,000568,Yes,Yes
569,Plan 569,Platinum,HMO,Family,No,No,No,No,No,No,No,No,Yes,76.7%,PA,FLS001,CAN001,000569,Yes,Yes
570,Plan 570,Platinum,HMO,Family,Yes,No,Yes,Yes,Yes,No,No,No,Yes,62.7%,TX,NCS001,FLN001,000570,No,Yes
571,Plan 571,Gold,HMO,Child-only,Yes,Yes,No,No,No,Yes,No,No,Yes,87.8%,FL,MIS001,GAN001,000571,No,No
572,Plan 572,Platinum,PPO,Child-only,No,Yes,No,Yes,No,No,No,Yes,Yes,84.4%,MI,NCS001,NCN001,000572,No,No
573,Plan 573,Bronze,PPO,Individual,No,Yes,No,No,Yes,Yes,No,No,No,86.4%,IL,FLS001,NYN001,000573,Yes,No
574,Plan 574,Bronze,PPO,Child-only,No,No,Yes,Yes,Yes,Yes,No,Yes,No,70.5%,TX,TXS001,PAN001,000574,Yes,Yes
575,Plan 575,Platinum,PPO,Individual,No,Yes,Yes,Yes,No,No,No,No,No,61.8%,NC,NCS001,CAN001,000575,Yes,No
576,Plan 576,Gold,EPO,Child-only,No,No,No,Yes,No,Yes,Yes,Yes,No,86.7%,TX,PAS001,MIN001,000576,No,No
577,Plan 577,Silver,EPO,Child-only,Yes,No,Yes,No,No,No,Yes,No,Yes,85.4%,CA,CAS001,OHN001,000577,Yes,No
578,Plan 578,Gold,EPO,Individual,Yes,No,Yes,No,No,No,Yes,Yes,No,86.0%,GA,OHS001,MIN001,000578,Yes,No
579,Plan 579,Silver,PPO,Family,No,No,Yes,No,No,No,No,Yes,Yes,84.2%,FL,PAS001,TXN001,000579,Yes,No
580,Plan 580,Silver,HMO,Individual,No,No,Yes,No,No,Yes,No,Yes,No,60.1%,GA,NCS001,ILN001,000580,No,Yes
581,Plan 581,Silver,PPO,Family,No,No,No,Yes,Yes,Yes,No,Yes,Yes,77.9%,PA,GAS001,OHN001,000581,Yes,No
582,Plan 582,Bronze,PPO,Family,No,No,Yes,No,No,No,No,Yes,No,81.3%,OH,FLS001,OHN001,000582,Yes,No
583,Plan 583,Silver,EPO,Individual,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,84.5%,MI,GAS001,ILN001,000583,No,No
584,Plan 584,Silver,EPO,Individual,No,Yes,No,Yes,No,No,Yes,Yes,Yes,78.8%,TX,CAS001,ILN001,000584,Yes,Yes
585,Plan 585,Silver,HMO,Child-only,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,77.8%,OH,ILS001,ILN001,000585,No,Yes
586,Plan 586,Gold,EPO,Individual,Yes,No,No,No,No,Yes,Yes,No,No,68.5%,CA,CAS001,FLN001,000586,Yes,No
587,Plan 587,Silver,PPO,Family,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,68.2%,OH,NCS001,GAN001,000587,Yes,No
588,Plan 588,Platinum,PPO,Child-only,No,No,No,No,No,No,No,No,Yes,61.4%,OH,CAS001,TXN001,000588,No,Yes
589,Plan 589,Gold,PPO,Individual,No,No,Yes,No,Yes,Yes,No,Yes,No,68.9%,MI,NCS001,MIN001,000589,Yes,No
590,Plan 590,Gold,PPO,Individual,No,No,Yes,No,Yes,No,No,No,No,83.8%,TX,NCS001,NYN001,000590,No,No
591,Plan 591,Gold,EPO,Family,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,68.3%,PA,NCS001,NCN001,000591,No,Yes
592,Plan 592,Bronze,HMO,Individual,Yes,No,No,Yes,Yes,No,Yes,No,No,78.8%,OH,CAS001,GAN001,000592,Yes,No
593,Plan 593,Bronze,EPO,Family,No,Yes,No,No,No,Yes,Yes,Yes,No,71.2%,FL,CAS001,FLN001,000593,No,No
594,Plan 594,Bronze,HMO,Family,No,Yes,Yes,Yes,No,Yes,No,Yes,No,79.0%,GA,OHS001,GAN001,000594,No,No
595,Plan 595,Silver,PPO,Child-only,No,Yes,Yes,No,Yes,Yes,No,No,Yes,68.0%,IL,CAS001,OHN001,000595,No,Yes
596,Plan 596,Platinum,HMO,Child-only,Yes,Yes,No,Yes,No,Yes,No,No,No,63.4%,CA,NYS001,NCN001,000596,Yes,No
597,Plan 597,Platinum,HMO,Individual,No,Yes,Yes,Yes,No,Yes,No,Yes,No,73.6%,NC,FLS001,CAN001,000597,Yes,Yes
598,Plan 598,Silver,EPO,Individual,No,Yes,No,Yes,Yes,Yes,No,No,No,64.7%,CA,TXS001,PAN001,000598,No,Yes
599,Plan 599,Bronze,HMO,Family,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,88.3%,OH,TXS001,NYN001,000599,No,No
600,Plan 600,Platinum,EPO,Individual,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,77.2%,OH,NYS001,ILN001,000600,Yes,Yes
601,Plan 601,Gold,EPO,Child-only,No,No,No,No,No,Yes,Yes,Yes,No,89.3%,PA,TXS001,NYN001,000601,Yes,No
602,Plan 602,Gold,EPO,Family,Yes,Yes,No,No,No,Yes,No,No,No,84.9%,OH,CAS001,MIN001,000602,No,Yes
603,Plan 603,Gold,EPO,Individual,Yes,No,No,Yes,Yes,No,No,Yes,No,67.4%,OH,CAS001,NYN001,000603,No,Yes
604,Plan 604,Gold,EPO,Individual,No,No,No,No,Yes,No,Yes,No,No,79.5%,PA,FLS001,NCN001,000604,No,Yes
605,Plan 605,Silver,HMO,Family,Yes,Yes,No,Yes,No,No,Yes,No,Yes,64.5%,NY,FLS001,PAN001,000605,Yes,No
606,Plan 606,Bronze,HMO,Individual,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,86.7%,TX,NCS001,TXN001,000606,Yes,No
607,Plan 607,Platinum,PPO,Individual,No,No,Yes,No,Yes,No,No,Yes,Yes,85.9%,IL,NYS001,NYN001,000607,Yes,Yes
608,Plan 608,Bronze,EPO,Child-only,Yes,No,Yes,Yes,No,No,No,No,No,68.0%,CA,OHS001,OHN001,000608,Yes,No
609,Plan 609,Silver,PPO,Family,No,Yes,No,No,No,Yes,Yes,No,No,74.7%,MI,NYS001,NCN001,000609,No,Yes
610,Plan 610,Silver,HMO,Individual,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,69.3%,FL,MIS001,OHN001,000610,No,No
611,Plan 611,Bronze,HMO,Child-only,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,62.2%,IL,PAS001,PAN001,000611,No,Yes
612,Plan 612,Bronze,HMO,Individual,Yes,No,No,No,No,Yes,Yes,No,No,84.1%,TX,TXS001,PAN001,000612,Yes,No
613,Plan 613,Platinum,PPO,Family,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,76.9%,IL,PAS001,MIN001,000613,Yes,No
614,Plan 614,Silver,PPO,Individual,Yes,No,No,No,No,No,No,No,Yes,84.0%,NC,TXS001,FLN001,000614,Yes,Yes
615,Plan 615,Platinum,HMO,Child-only,No,No,No,Yes,No,No,Yes,No,Yes,70.3%,MI,ILS001,GAN001,000615,No,Yes
616,Plan 616,Silver,HMO,Child-only,No,Yes,No,Yes,Yes,Yes,No,Yes,No,67.8%,NC,CAS001,FLN001,000616,No,Yes
617,Plan 617,Bronze,EPO,Child-only,No,No,Yes,No,No,Yes,No,Yes,Yes,88.1%,PA,TXS001,TXN001,000617,No,Yes
618,Plan 618,Bronze,HMO,Individual,Yes,No,No,No,Yes,Yes,Yes,Yes,No,86.9%,NC,CAS001,NYN001,000618,No,Yes
619,Plan 619,Bronze,HMO,Family,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,66.1%,GA,CAS001,OHN001,000619,No,Yes
620,Plan 620,Gold,EPO,Child-only,Yes,Yes,No,No,No,Yes,No,No,Yes,81.6%,IL,NCS001,TXN001,000620,Yes,Yes
621,Plan 621,Bronze,PPO,Family,No,Yes,No,No,No,No,No,No,Yes,62.2%,PA,NYS001,FLN001,000621,Yes,Yes
622,Plan 622,Bronze,EPO,Individual,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,83.8%,MI,ILS001,CAN001,000622,No,No
623,Plan 623,Gold,PPO,Child-only,No,No,No,No,Yes,Yes,No,Yes,Yes,60.1%,CA,CAS001,PAN001,000623,No,Yes
624,Plan 624,Platinum,PPO,Individual,Yes,Yes,Yes,No,Yes,No,No,Yes,No,87.5%,MI,CAS001,TXN001,000624,Yes,Yes
625,Plan 625,Bronze,PPO,Child-only,Yes,Yes,Yes,No,No,No,Yes,No,Yes,69.8%,FL,PAS001,ILN001,000625,Yes,Yes
626,Plan 626,Bronze,PPO,Individual,No,No,Yes,No,Yes,Yes,Yes,No,Yes,65.7%,PA,CAS001,NYN001,000626,Yes,Yes
627,Plan 627,Silver,EPO,Child-only,No,No,Yes,No,No,No,No,No,No,61.7%,OH,NYS001,OHN001,000627,Yes,No
628,Plan 628,Bronze,EPO,Individual,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,69.9%,PA,TXS001,OHN001,000628,Yes,No
629,Plan 629,Silver,EPO,Family,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,84.2%,MI,CAS001,MIN001,000629,Yes,No
630,Plan 630,Platinum,PPO,Child-only,Yes,Yes,No,No,No,Yes,Yes,No,Yes,72.9%,NY,CAS001,GAN001,000630,Yes,Yes
631,Plan 631,Platinum,EPO,Child-only,Yes,No,No,Yes,Yes,Yes,No,No,Yes,73.9%,PA,GAS001,PAN001,000631,Yes,No
632,Plan 632,Bronze,EPO,Family,No,Yes,No,No,Yes,No,Yes,No,Yes,81.7%,CA,MIS001,TXN001,000632,Yes,No
633,Plan 633,Bronze,EPO,Family,Yes,No,Yes,No,No,Yes,Yes,No,No,73.1%,TX,NYS001,PAN001,000633,Yes,Yes
634,Plan 634,Bronze,PPO,Family,Yes,Yes,No,No,No,Yes,Yes,No,No,87.0%,MI,GAS001,GAN001,000634,Yes,No
635,Plan 635,Gold,PPO,Child-only,Yes,No,No,Yes,Yes,No,Yes,No,No,74.6%,MI,PAS001,MIN001,000635,No,Yes
636,Plan 636,Silver,PPO,Family,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,66.8%,OH,FLS001,ILN001,000636,No,Yes
637,Plan 637,Platinum,HMO,Child-only,No,No,Yes,No,Yes,Yes,Yes,No,No,73.4%,FL,OHS001,PAN001,000637,No,Yes
638,Plan 638,Silver,HMO,Family,No,No,Yes,No,No,No,No,No,Yes,66.2%,CA,TXS001,NYN001,000638,Yes,Yes
639,Plan 639,Silver,HMO,Family,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,64.8%,OH,MIS001,TXN001,000639,No,Yes
640,Plan 640,Gold,EPO,Child-only,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,68.6%,PA,TXS001,PAN001,000640,No,Yes
641,Plan 641,Silver,HMO,Child-only,Yes,Yes,No,No,No,Yes,No,No,No,65.6%,GA,ILS001,ILN001,000641,Yes,Yes
642,Plan 642,Gold,EPO,Family,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,83.8%,TX,OHS001,NYN001,000642,No,Yes
643,Plan 643,Gold,HMO,Child-only,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,80.5%,MI,OHS001,ILN001,000643,No,Yes
644,Plan 644,Silver,HMO,Family,No,Yes,No,No,No,Yes,Yes,No,No,69.3%,PA,GAS001,CAN001,000644,Yes,Yes
645,Plan 645,Bronze,EPO,Child-only,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,61.8%,NC,GAS001,PAN001,000645,No,No
646,Plan 646,Gold,PPO,Family,Yes,Yes,No,No,No,Yes,Yes,No,No,79.1%,FL,NYS001,ILN001,000646,No,Yes
647,Plan 647,Gold,PPO,Individual,Yes,No,Yes,Yes,No,No,No,Yes,Yes,83.1%,TX,NYS001,CAN001,000647,No,Yes
648,Plan 648,Platinum,PPO,Individual,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,71.3%,OH,NYS001,FLN001,000648,No,Yes
649,Plan 649,Bronze,PPO,Family,Yes,No,No,Yes,No,No,No,No,Yes,73.5%,FL,FLS001,CAN001,000649,Yes,No
650,Plan 650,Silver,HMO,Child-only,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,60.1%,GA,GAS001,NCN001,000650,Yes,Yes
651,Plan 651,Platinum,PPO,Individual,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,74.7%,GA,GAS001,MIN001,000651,Yes,No
652,Plan 652,Platinum,PPO,Individual,Yes,No,No,Yes,No,No,Yes,No,Yes,79.1%,FL,PAS001,PAN001,000652,Yes,Yes
653,Plan 653,Silver,PPO,Individual,Yes,No,No,No,No,Yes,Yes,No,Yes,68.4%,NC,NYS001,FLN001,000653,No,No
654,Plan 654,Gold,PPO,Family,No,Yes,Yes,No,Yes,Yes,No,No,Yes,74.5%,NC,CAS001,CAN001,000654,No,Yes
655,Plan 655,Bronze,HMO,Individual,Yes,Yes,No,No,Yes,No,No,No,Yes,62.1%,NY,NCS001,FLN001,000655,No,No
656,Plan 656,Silver,HMO,Individual,No,No,Yes,No,Yes,Yes,Yes,No,Yes,86.2%,OH,NYS001,PAN001,000656,Yes,Yes
657,Plan 657,Platinum,EPO,Child-only,Yes,Yes,No,Yes,Yes,Yes,No,No,No,88.5%,TX,GAS001,NYN001,000657,Yes,No
658,Plan 658,Silver,HMO,Child-only,No,No,Yes,No,No,No,Yes,No,No,89.7%,PA,NYS001,TXN001,000658,Yes,No
659,Plan 659,Gold,HMO,Family,Yes,Yes,No,Yes,No,Yes,No,No,No,63.9%,PA,MIS001,GAN001,000659,Yes,No
660,Plan 660,Platinum,HMO,Family,No,Yes,Yes,No,No,No,No,Yes,No,63.1%,TX,FLS001,CAN001,000660,No,No
661,Plan 661,Bronze,PPO,Family,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,82.0%,OH,CAS001,FLN001,000661,No,Yes
662,Plan 662,Silver,HMO,Child-only,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,84.1%,MI,CAS001,ILN001,000662,No,Yes
663,Plan 663,Gold,PPO,Family,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,80.0%,OH,NCS001,PAN001,000663,Yes,Yes
664,Plan 664,Platinum,PPO,Family,Yes,No,Yes,Yes,No,Yes,Yes,No,No,67.9%,IL,PAS001,NYN001,000664,No,Yes
665,Plan 665,Platinum,EPO,Child-only,No,No,Yes,No,No,Yes,Yes,No,Yes,75.4%,PA,CAS001,FLN001,000665,No,No
666,Plan 666,Silver,EPO,Family,No,Yes,Yes,No,Yes,No,Yes,Yes,No,89.8%,TX,NYS001,FLN001,000666,No,No
667,Plan 667,Platinum,HMO,Child-only,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,72.8%,FL,MIS001,PAN001,000667,Yes,No
668,Plan 668,Bronze,HMO,Individual,Yes,No,No,Yes,Yes,No,No,Yes,No,72.8%,OH,ILS001,CAN001,000668,No,Yes
669,Plan 669,Silver,EPO,Child-only,Yes,No,No,No,No,Yes,No,Yes,No,87.6%,OH,CAS001,PAN001,000669,No,Yes
670,Plan 670,Bronze,PPO,Family,Yes,No,No,Yes,No,No,Yes,Yes,Yes,72.0%,TX,MIS001,OHN001,000670,No,Yes
671,Plan 671,Silver,EPO,Family,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,79.7%,PA,FLS001,ILN001,000671,No,Yes
672,Plan 672,Bronze,PPO,Individual,No,No,Yes,No,Yes,Yes,No,No,Yes,82.5%,MI,FLS001,MIN001,000672,No,Yes
673,Plan 673,Platinum,PPO,Family,Yes,No,Yes,No,No,Yes,Yes,Yes,No,65.3%,CA,OHS001,PAN001,000673,No,Yes
674,Plan 674,Gold,HMO,Family,No,No,No,Yes,Yes,Yes,No,Yes,Yes,64.2%,NC,GAS001,NYN001,000674,No,No
675,Plan 675,Bronze,PPO,Family,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,86.5%,GA,NCS001,TXN001,000675,Yes,No
676,Plan 676,Platinum,EPO,Individual,No,No,No,No,No,No,Yes,Yes,Yes,83.5%,OH,OHS001,TXN001,000676,Yes,No
677,Plan 677,Silver,HMO,Family,No,No,No,No,Yes,Yes,No,No,Yes,89.7%,CA,FLS001,GAN001,000677,Yes,Yes
678,Plan 678,Gold,PPO,Child-only,No,Yes,Yes,No,No,No,No,No,Yes,70.4%,TX,OHS001,NCN001,000678,No,Yes
679,Plan 679,Platinum,HMO,Individual,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,63.9%,PA,NCS001,NYN001,000679,No,Yes
680,Plan 680,Silver,PPO,Family,No,Yes,Yes,No,No,Yes,Yes,Yes,No,71.9%,NC,CAS001,CAN001,000680,Yes,No
681,Plan 681,Silver,EPO,Individual,No,No,No,Yes,No,Yes,No,No,Yes,81.7%,OH,PAS001,GAN001,000681,No,No
682,Plan 682,Silver,HMO,Child-only,No,No,No,Yes,Yes,Yes,No,Yes,Yes,63.2%,CA,CAS001,NYN001,000682,Yes,No
683,Plan 683,Gold,HMO,Family,No,No,Yes,No,Yes,Yes,No,No,Yes,88.7%,IL,GAS001,ILN001,000683,Yes,No
684,Plan 684,Bronze,EPO,Child-only,No,No,Yes,No,Yes,Yes,Yes,No,Yes,70.5%,NY,FLS001,NYN001,000684,No,No
685,Plan 685,Gold,PPO,Child-only,No,No,Yes,No,No,Yes,Yes,No,No,65.6%,TX,GAS001,GAN001,000685,No,Yes
686,Plan 686,Silver,PPO,Individual,No,Yes,No,No,No,Yes,Yes,Yes,Yes,70.0%,GA,MIS001,NYN001,000686,Yes,No
687,Plan 687,Silver,PPO,Individual,Yes,No,No,No,Yes,No,No,Yes,Yes,82.0%,NY,MIS001,GAN001,000687,No,No
688,Plan 688,Silver,EPO,Child-only,No,Yes,Yes,Yes,Yes,Yes,No,No,No,89.5%,TX,OHS001,FLN001,000688,Yes,Yes
689,Plan 689,Gold,HMO,Individual,No,Yes,Yes,No,Yes,No,No,Yes,Yes,65.3%,NY,PAS001,NCN001,000689,No,Yes
690,Plan 690,Bronze,EPO,Family,No,Yes,No,Yes,No,No,Yes,Yes,Yes,62.6%,NC,OHS001,TXN001,000690,Yes,Yes
691,Plan 691,Bronze,EPO,Child-only,No,No,Yes,Yes,Yes,No,Yes,Yes,No,86.6%,GA,ILS001,PAN001,000691,Yes,No
692,Plan 692,Silver,EPO,Child-only,No,Yes,Yes,Yes,No,No,No,No,No,71.6%,NY,ILS001,NCN001,000692,Yes,Yes
693,Plan 693,Bronze,PPO,Individual,Yes,Yes,No,Yes,No,No,No,Yes,Yes,74.9%,NC,OHS001,TXN001,000693,Yes,No
694,Plan 694,Platinum,EPO,Individual,Yes,No,Yes,Yes,No,No,Yes,Yes,No,63.9%,NY,NYS001,GAN001,000694,No,Yes
695,Plan 695,Platinum,EPO,Child-only,No,No,Yes,No,Yes,Yes,Yes,No,No,69.1%,IL,NCS001,NYN001,000695,Yes,No
696,Plan 696,Platinum,HMO,Individual,Yes,Yes,No,Yes,Yes,No,No,No,Yes,83.4%,TX,FLS001,MIN001,000696,Yes,No
697,Plan 697,Gold,HMO,Individual,Yes,No,Yes,No,No,Yes,Yes,No,Yes,82.3%,CA,GAS001,GAN001,000697,No,No
698,Plan 698,Silver,PPO,Child-only,No,Yes,No,No,Yes,No,Yes,No,Yes,71.6%,OH,NCS001,GAN001,000698,No,No
699,Plan 699,Bronze,EPO,Individual,No,Yes,No,Yes,No,Yes,No,Yes,No,79.6%,OH,NYS001,NYN001,000699,No,Yes
700,Plan 700,Bronze,HMO,Family,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,71.3%,CA,CAS001,FLN001,000700,No,Yes
701,Plan 701,Silver,HMO,Family,No,Yes,No,Yes,No,Yes,No,Yes,No,72.6%,IL,CAS001,CAN001,000701,No,Yes
702,Plan 702,Bronze,PPO,Family,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,75.5%,IL,GAS001,CAN001,000702,No,No
703,Plan 703,Gold,EPO,Family,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,81.3%,CA,TXS001,PAN001,000703,Yes,Yes
704,Plan 704,Platinum,PPO,Individual,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,70.1%,PA,PAS001,OHN001,000704,Yes,No
705,Plan 705,Bronze,EPO,Family,Yes,Yes,No,No,Yes,No,No,No,No,67.1%,FL,OHS001,NCN001,000705,No,Yes
706,Plan 706,Silver,PPO,Individual,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,68.1%,FL,NCS001,OHN001,000706,No,No
707,Plan 707,Bronze,PPO,Family,No,Yes,Yes,No,No,No,No,No,Yes,61.3%,FL,ILS001,MIN001,000707,No,Yes
708,Plan 708,Gold,HMO,Child-only,Yes,No,No,No,Yes,No,Yes,No,No,78.5%,GA,FLS001,FLN001,000708,No,Yes
709,Plan 709,Silver,PPO,Family,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,69.9%,OH,FLS001,NCN001,000709,No,Yes
710,Plan 710,Silver,HMO,Family,Yes,No,No,Yes,Yes,Yes,No,No,No,68.8%,CA,PAS001,CAN001,000710,Yes,Yes
711,Plan 711,Gold,PPO,Family,No,No,No,Yes,Yes,Yes,Yes,No,Yes,66.8%,OH,ILS001,TXN001,000711,No,Yes
712,Plan 712,Bronze,EPO,Child-only,Yes,No,No,No,Yes,No,Yes,No,Yes,63.1%,NY,FLS001,GAN001,000712,No,Yes
713,Plan 713,Gold,HMO,Child-only,No,No,Yes,No,Yes,No,No,No,Yes,67.0%,GA,NCS001,OHN001,000713,Yes,No
714,Plan 714,Bronze,HMO,Family,No,Yes,Yes,No,No,Yes,No,No,Yes,86.8%,CA,PAS001,FLN001,000714,No,Yes
715,Plan 715,Bronze,HMO,Family,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,72.3%,NY,FLS001,NCN001,000715,Yes,Yes
716,Plan 716,Gold,PPO,Child-only,No,No,No,Yes,No,No,No,No,No,72.9%,IL,TXS001,TXN001,000716,Yes,No
717,Plan 717,Platinum,PPO,Individual,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,67.2%,PA,ILS001,FLN001,000717,No,Yes
718,Plan 718,Platinum,HMO,Individual,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,69.7%,PA,ILS001,TXN001,000718,No,Yes
719,Plan 719,Bronze,PPO,Child-only,No,No,No,Yes,Yes,No,Yes,Yes,Yes,63.4%,OH,GAS001,OHN001,000719,Yes,No
720,Plan 720,Gold,HMO,Child-only,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,66.7%,MI,TXS001,ILN001,000720,No,Yes
721,Plan 721,Silver,PPO,Child-only,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,69.1%,MI,MIS001,NCN001,000721,No,No
722,Plan 722,Silver,EPO,Child-only,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,76.4%,FL,MIS001,CAN001,000722,No,Yes
723,Plan 723,Gold,EPO,Family,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,68.5%,FL,OHS001,GAN001,000723,No,No
724,Plan 724,Gold,EPO,Family,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,87.4%,NY,GAS001,FLN001,000724,No,Yes
725,Plan 725,Silver,HMO,Family,No,No,Yes,Yes,No,No,No,Yes,No,75.1%,TX,TXS001,FLN001,000725,Yes,No
726,Plan 726,Bronze,HMO,Family,Yes,Yes,No,Yes,No,No,No,Yes,No,66.3%,MI,TXS001,TXN001,000726,No,Yes
727,Plan 727,Gold,PPO,Family,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,64.5%,NC,PAS001,NYN001,000727,No,No
728,Plan 728,Gold,EPO,Family,No,No,No,No,No,No,Yes,Yes,Yes,87.3%,GA,MIS001,NYN001,000728,No,Yes
729,Plan 729,Platinum,PPO,Family,No,No,Yes,Yes,Yes,Yes,No,Yes,No,77.3%,NY,MIS001,TXN001,000729,No,Yes
730,Plan 730,Bronze,HMO,Child-only,No,No,No,Yes,No,Yes,No,Yes,Yes,82.3%,TX,PAS001,CAN001,000730,No,Yes
731,Plan 731,Gold,HMO,Child-only,No,No,Yes,Yes,Yes,No,No,No,No,84.2%,MI,CAS001,ILN001,000731,No,Yes
732,Plan 732,Bronze,HMO,Family,No,No,Yes,No,Yes,Yes,Yes,No,No,89.8%,NC,ILS001,MIN001,000732,No,Yes
733,Plan 733,Gold,PPO,Individual,No,No,No,No,No,No,Yes,Yes,Yes,86.4%,FL,NYS001,OHN001,000733,No,No
734,Plan 734,Bronze,EPO,Individual,No,No,Yes,No,No,Yes,Yes,Yes,No,77.7%,TX,FLS001,NYN001,000734,No,No
735,Plan 735,Silver,HMO,Family,Yes,Yes,No,Yes,Yes,No,No,No,Yes,64.9%,IL,GAS001,CAN001,000735,Yes,Yes
736,Plan 736,Gold,HMO,Child-only,No,Yes,No,Yes,Yes,Yes,No,No,No,89.9%,TX,CAS001,CAN001,000736,No,Yes
